timestamp,pair,base,quote,rate,pip_value,name
2025-10-21T16:01:32.543438,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:01:33.780479,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:01:34.962313,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:01:36.235720,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:02:37.424349,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:02:38.611951,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:02:39.814872,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:02:41.036872,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:02:42.206406,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:02:43.388004,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:02:44.695146,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:02:45.863591,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:02:47.083826,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:02:48.421372,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:03:49.663675,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:03:50.953296,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:03:52.198046,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:03:53.451557,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:03:54.671519,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:03:55.865081,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:03:57.143161,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:03:58.474391,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:03:59.727293,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:04:01.034724,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:05:02.356791,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:05:03.622449,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:05:04.794886,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:05:05.985329,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:05:07.179109,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:05:08.397462,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:05:09.638680,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:05:10.819811,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:05:12.009545,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:05:13.236108,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:06:14.557699,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:06:15.768421,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:06:16.947818,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:06:18.239758,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:06:19.438412,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:06:20.617876,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:06:21.816536,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:06:23.015661,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:06:24.211625,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:06:25.403438,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:07:26.577907,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:07:27.810445,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:07:29.022593,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:07:30.209253,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:07:31.406026,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:07:32.653134,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:07:33.845396,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:07:35.063631,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:07:36.308918,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:07:37.618189,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:08:38.939275,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:08:40.157936,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:08:41.403140,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:08:42.631281,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:08:43.828864,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:08:45.021402,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:08:46.234639,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:08:47.435281,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:08:48.675918,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:08:49.905059,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:09:51.134393,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:09:52.310403,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:09:53.481474,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:09:54.722283,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:09:55.953271,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:09:57.285947,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:09:58.480247,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:09:59.667634,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:10:00.868267,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:10:02.091113,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:11:03.307085,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:11:04.555476,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:11:05.730015,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:11:07.010429,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:11:08.245384,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:11:09.429088,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:11:10.591997,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:11:11.772611,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:11:12.960394,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:11:14.182238,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:12:15.399194,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:12:16.599390,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:12:17.786475,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:12:19.000657,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:12:20.222399,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:12:21.468429,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:12:22.656568,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:12:23.919250,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:12:25.075384,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:12:26.252635,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:13:27.462349,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:13:28.740664,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:13:29.964779,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:13:31.192521,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:13:32.425646,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:13:33.644704,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:13:34.829137,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:13:36.008421,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:13:37.238394,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:13:38.459636,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:14:39.677972,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:14:40.895307,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:14:42.164131,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:14:43.389702,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:14:44.716964,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:14:46.049929,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:14:47.239685,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:14:48.414708,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:14:49.643315,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:14:50.815503,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:15:52.036072,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:15:53.232795,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:15:54.440838,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:15:55.603810,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:15:56.773807,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:15:57.935871,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:15:59.164463,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:16:00.380790,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:16:01.623150,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:16:02.809422,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:17:04.011541,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:17:05.203621,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:17:06.437646,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:17:07.759922,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:17:09.001259,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:17:10.228662,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:17:11.411211,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:17:12.574656,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:17:13.810334,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:17:15.045489,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:18:16.364828,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:18:17.712239,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:18:18.941729,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:18:20.190548,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:18:21.417793,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:18:22.627842,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:18:23.844417,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:18:25.076245,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:18:26.309531,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:18:27.485983,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:19:28.759269,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:19:29.955067,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:19:31.227776,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:19:32.455812,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:19:33.695040,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:19:34.921268,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:19:36.253242,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:19:37.465046,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:19:38.709730,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:19:39.935991,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:20:41.184328,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:20:42.390928,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:20:43.562306,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:20:44.781614,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:20:45.988551,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:20:47.190090,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:20:48.358260,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:20:49.570659,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:20:50.803008,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:20:51.991981,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:21:53.198897,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:21:54.380949,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:21:55.535223,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:21:56.745259,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:21:57.958064,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:21:59.156087,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:22:00.386049,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:22:01.599417,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:22:02.798306,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:22:03.974537,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:23:05.170905,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:23:06.370453,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:25:03.083231,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:25:04.433126,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:26:05.783034,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:26:06.998884,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:26:08.167087,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:26:09.467566,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:26:10.802948,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:26:12.136769,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:26:13.360840,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:26:14.517021,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:26:15.817328,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:26:17.157303,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:27:18.384205,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:27:19.596357,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:27:20.765292,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:27:22.070264,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:27:23.291810,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:27:24.520158,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:27:25.756621,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:27:26.934537,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:27:28.113718,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:27:29.341219,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:28:30.634137,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:28:31.820486,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:28:33.035294,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:28:34.371173,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:28:35.697897,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:28:36.925931,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:28:38.134089,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:28:39.283207,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:28:40.595999,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:28:41.840268,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:29:43.123901,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:29:44.354927,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:29:45.546408,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:29:46.757880,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:29:47.985035,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:29:49.230614,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:29:50.453569,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:29:51.685539,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:29:52.917007,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:29:54.156563,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:30:55.471472,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:30:56.710236,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:30:57.973165,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:30:59.183099,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:31:00.506959,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:31:01.764368,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:31:02.964592,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:31:04.287722,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:31:05.514020,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:31:06.821292,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
